           1   135.42305321728369        265.94038465143950        166.40225977180646        246.71303693646428        136.40736571059196        256.42448630505896        163.47005179291182        273.00108131292552        187.87100856406781        231.12943598882205        172.67759829744475        226.93447704143938        98.029601208452760        252.40647001780968        135.60304301902076        249.35531722097909        186.28838805255324        222.15461130425601     
           2   58.515668802571092        237.47996158593890        168.11143284257983        238.28383632413218        136.01230800261655        229.30159871544146        189.08862700052006        266.47446553752724        226.93903197015450        268.50936830538518        112.34694667585808        211.09660803055462        169.78872175851234        256.89557028373690        144.14785852544574        236.79360874646702        189.04040359738264        170.46027135689656     
           3   102.76464308417947        248.92562223646163        189.33551274416249        250.41578065934118        102.15679506369584        211.84614689501382        114.43023481128068        229.17470330656553        207.48883131942179        260.75407273712398        149.35796485170147        233.43821522914766        150.93831358336317        246.52553382720919        110.57121776889880        255.41857953670848        195.90845099656775        226.55946694780442     
           4   157.31376435569319        242.01555961906340        151.37847963816981        220.50761590919589        147.29102251792176        231.77746572609135        167.86657441207657        268.50733601951708        217.62235793524857        250.74258408201993        174.77553915261316        232.05557843312442        159.29514666400559        219.65011502479555        88.370904613010424        237.18504993665539        128.50254256889497        242.93080854372531     
           5   105.29961870810286        250.08736302086461        139.59606965393056        234.59470432244854        41.578793274744974        250.89128299898684        172.26341028966513        230.48059244296692        243.47183090491453        242.81424946680312        164.45332384528240        228.51274799112787        144.16512640907041        232.39837888058531        134.76081559153167        225.96564613384683        166.27416155000813        227.59896662966443     
           6   130.02601423289056        236.96742425738825        109.55006243017893        233.60603445607094        119.95150643278123        216.87059690302232        120.45032336481016        222.68416016626043        179.68177026682744        272.13810128803840        192.30927943406468        231.73280439751767        169.91111826545148        248.96685087556349        159.62167131695725        254.47415707119063        179.52580352542410        254.31806468504416     
           7   94.165702557193043        251.57913227128864        129.03499198647759        272.34791859219803        128.56754320347443        248.38945812898058        196.73192662027841        255.73791363665904        227.05996122127050        252.60813632626906        159.71033622939592        233.90779103926420        187.35998595281265        198.62779586538349        149.99845741722945        262.44989671497740        185.81914581324298        229.90092884447290     
           8   158.01487675027721        252.32889174511470        166.16243354271182        237.29319996610957        132.85234496924033        261.02443350595206        170.23903464870602        237.08379055459145        139.75770402912818        240.21353053622417        154.75354799998527        230.57164421474081        153.28779098158188        235.45465619144571        129.31804935577654        230.41990036489639        189.05182934742629        221.81405006206404     
           9   132.08973681812995        241.10724919885621        122.86292590740997        208.08844681119797        139.75489621140386        232.57298761508486        203.38061222406952        222.36818646524486        171.69078448873330        228.07181131224925        108.52509217034900        240.16241896551583        125.03209620492628        247.75308164198898        134.43662783555149        252.33967700155208        167.55100018430920        220.63395666038994     
          10   150.51520517859183        249.27848543647895        110.97355066966192        253.77637517921272        176.24018884189920        245.65595661453921        178.21229878394925        211.70249993950941        228.30195428472916        247.28320219642745        154.62278944582448        255.40538270986289        182.69866149631881        230.00419661646302        119.84411337973310        261.69519992572691        219.55831636985062        239.48351992631871     
