  <V(alpha_n+1,beta_n)> (cm^-1)
 symmetry unit 0 Vnorm1=    150.00000000000003     
   125.52165983007910        3.9590094062032396E-007 case 1
   141.56401645016132        4.8148994226879829E-004 case 2
   139.48672339611500        4.3890668027067354E-009 case 3
   153.04092262178719        6.3778706802031997E-006 case 4
   137.77285366969366        1.7908151421910431E-002 case 5
   146.75520139542431       0.92336486317218769      case 6
   139.11064189516966        9.4969042756228914E-005 case 7
   120.04863590344672        5.8143748260189247E-002 case 8

 symmetry unit 1 Vnorm1=    150.00000000000003     
   138.62261066182009        3.2386361464067430E-007 case 1
   136.30280390245619        2.3359729210007357E-005 case 2
   141.98765576860629        3.8692457780761644E-010 case 3
   152.01525552659808        1.5937448437519360E-007 case 4
   123.15310338360655        2.0710864256255550E-002 case 5
   140.13297460240381       0.95019420688335909      case 6
   143.58503829534968        9.6995484601751931E-005 case 7
   146.44070707761941        2.8974090021549905E-002 case 8

 symmetry unit 2 Vnorm1=    150.00000000000000     
   142.40704374939256        2.8772984948364691E-004 case 1
   133.94508233718466        3.2166970388253148E-002 case 2
   201.70670187747402        1.1596930419447551E-008 case 3
   200.96490224953610        2.9045714795133616E-008 case 4
   189.46624865533235        1.0815568812348251E-002 case 5
   157.20429264971574       0.95668598245687386      case 6
   201.70247109660957        6.9111356340367757E-006 case 7
   169.41228009025625        3.6796714761768250E-005 case 8

 symmetry unit 3 Vnorm1=    150.00000000000006     
   167.03153285752538        4.1435510605023375E-006 case 1
   163.98059590310251        1.4716233854797757E-002 case 2
   181.96793100995532        3.9213477085981735E-026 case 3
   181.96793100995532        2.3561896801257913E-020 case 4
   147.18923371133516        2.2473824871265266E-003 case 5
   184.27513717128269       0.98303224010701007      case 6
   181.96793100995532        8.6435641178040682E-021 case 7
   181.96793100995532        5.1935911036963480E-015 case 8

 symmetry unit 4 Vnorm1=    149.99999999999991     
   162.02216530592975        1.1270267546156185E-005 case 1
   170.53978493111097        1.0464799023586122E-004 case 2
   110.64557353051399        1.2590332895208047E-010 case 3
   121.44397577730558        1.7315796897691886E-008 case 4
   150.48412733288819        2.3502213876218932E-002 case 5
   167.73577816507228       0.97097267604228210      case 6
   133.92224472606603        2.1228013781976056E-005 case 7
   176.45428658969908        5.3879463682346045E-003 case 8

 symmetry unit 5 Vnorm1=    150.00000000000003     
   152.18855315682117        2.8766261407883307E-006 case 1
   166.57451810572891        1.4367672311124726E-002 case 2
   136.83702568776619        5.5872221705584321E-009 case 3
   151.74470843125692        8.7514188868383459E-007 case 4
   159.77652808469404        1.1028715605908498E-002 case 5
   161.38393574153653       0.94306640193255797      case 6
   136.84453377191653        1.1688402508045666E-004 case 7
   137.12631175223763        3.1416568770076654E-002 case 8

 symmetry unit 6 Vnorm1=    149.99999999999994     
   133.89156380890657        1.5686371208892318E-006 case 1
   135.35967008388809        2.1547354804306190E-003 case 2
   127.14851574368853        3.9425956153347782E-008 case 3
   142.28660122561590        3.3704102219782485E-004 case 4
   121.18986448182272        7.1425035136938302E-003 case 5
   141.61956236267451       0.83880860362519405      case 6
   98.173727041267995        3.6231148689997157E-003 case 7
   142.45206748405047       0.14793239342640699      case 8

 symmetry unit 7 Vnorm1=    150.00000000000000     
   164.43263523977038        7.1124619568168597E-006 case 1
   176.01941802209626        1.0884908043351709E-004 case 2
   148.77964472864943        1.5209882162141201E-007 case 3
   135.03463123016633        4.9631255081749647E-005 case 4
   166.00352242480542        1.0032488726036647E-002 case 5
   177.82665741720709       0.79843268338743090      case 6
   185.29023841208857        1.0284660124725772E-003 case 7
   174.89936212924525       0.19034061697776627      case 8

 symmetry unit 8 Vnorm1=    150.00000000000003     
   123.90482686562137        3.7557401559756460E-006 case 1
   170.14853095024375        7.3161276677252167E-003 case 2
   135.29082840144227        2.0931367397594081E-005 case 3
   124.00789112978437        5.7363605557097519E-002 case 4
   146.93961762733923        2.0864314196555800E-003 case 5
   150.82415277855233       0.27765373785832226      case 6
   144.82563872974774        1.9599046624552011E-003 case 7
   142.50960360984448       0.65359550572719072      case 8
 -------------Average--------------
 symmetry unit 9 Vnorm1=    1349.9999999999982     
   143.71395734254648        3.5464099780004102E-005 case 1
   150.61455583390725        7.9377873827199668E-003 case 2
   135.41035456515337        2.3494420247409267E-006 case 3
   124.12777192153361        6.4175262869935685E-003 case 4
   147.28027675552204        1.1719368902128262E-002 case 5
   159.36742070242877       0.84913459949613512      case 6
   126.28299161100163        7.7205258286466188E-004 case 7
   146.97200233903894       0.12398085180735351      case 8

 ----------------------------------
 <V(alpha_n,beta_n)> (cm^-1)
 symmetry unit 0 Vnorm2=    1349.9999999999982     
   249.92872603365348        5.9661997890868824E-006 case 1
   249.55601055863264        4.7591964342033231E-004 case 2
   234.05089308166370        2.7209974133263731E-009 case 3
   233.65874859557303        6.3795387495925888E-006 case 4
   239.34794173606619        4.0412287461334606E-003 case 5
   245.05541168973505       0.93723178584796452      case 6
   243.26649733223655        2.3825522744391285E-005 case 7
   243.56157577181824        5.8214891780201179E-002 case 8

 symmetry unit 1 Vnorm2=    1349.9999999999982     
   228.07510571727087        1.4146429664268582E-007 case 1
   228.17664665150144        2.3542128528005356E-005 case 2
   234.13659142809303        1.5804082389881419E-010 case 3
   232.80079947501352        1.5960336812910250E-007 case 4
   226.69395614461860        1.7952464814838517E-002 case 5
   231.77907135189997       0.95295260632477630      case 6
   234.12543027852939        5.0914317498124065E-005 case 7
   227.84264876347464        2.9020171188653548E-002 case 8

 symmetry unit 2 Vnorm2=    1349.9999999999982     
