      1.40000000       1.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       1.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       2.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       2.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       3.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       3.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       4.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       4.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       5.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       5.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       6.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       6.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       7.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       7.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       8.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       8.90000000       0.00000000       0.00000000       0.00000000
      1.40000000       9.40000000       0.00000000       0.00000000       0.00000000
      1.40000000       9.90000000       0.00000000       0.00000000       0.00000000

      1.90000000       1.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       1.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       2.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       2.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       3.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       3.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       4.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       4.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       5.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       5.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       6.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       6.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       7.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       7.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       8.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       8.90000000       0.00000000       0.00000000       0.00000000
      1.90000000       9.40000000       0.00000000       0.00000000       0.00000000
      1.90000000       9.90000000       0.00000000       0.00000000       0.00000000

      2.40000000       1.40000000       0.00000000       0.00000000       0.00000000
      2.40000000       1.90000000       0.00000000       0.00000000       0.00000000
      2.40000000       2.40000000     125.87243993     229.38517441       4.00000000
      2.40000000       2.90000000     143.20575575     230.60423897      62.00000000
      2.40000000       3.40000000     156.39397780     237.70478540     182.00000000
      2.40000000       3.90000000     155.02099991     238.31867265     339.00000000
